customer_id,gender,marital_status,income,age,customer_since_months,customer_rel_dur_segment,city_grp,occupation_adm-clerical,occupation_armed-forces,occupation_craft-repair,occupation_exec-managerial,occupation_farming-fishing,occupation_handlers-cleaners,occupation_machine-op-inspct,occupation_other-service,occupation_priv-house-serv,occupation_prof-specialty,occupation_protective-serv,occupation_sales,occupation_tech-support,occupation_transport-moving,policy_deductable,policy_annual_premium,umbrella_limit,incident_severity,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,months_ago_incident_date,years_auto_old,bodily_injury_single_limit,bodily_injury_total_limit,net_captial,incident_hour_of_the_day_evening,incident_hour_of_the_day_morning,incident_hour_of_the_day_night,property_damage_no,property_damage_yes,police_report_available_no,police_report_available_yes,collision_type_front collision,collision_type_rear collision,collision_type_side collision,authorities_contacted_ambulance,authorities_contacted_fire,authorities_contacted_none,authorities_contacted_other,authorities_contacted_police,motor_addon
sb3001504,0,0,60598,38,123.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1188.28,6000000,0.2,2,1,0,53820,11960,5980,35880,20000,63.0,5,100,300,-53800,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001505,0,0,37933,35,111.0,0,t1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,876.88,6000000,0.2,1,2,1,57330,12740,6370,38220,88000,64.0,22,100,300,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,single vehicle collision
sb3001506,1,1,33806,38,96.0,0,t0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1143.95,0,0.2,3,2,1,53370,5930,5930,41510,36000,63.0,9,500,1000,51400,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001507,0,0,69368,46,34.0,0,t1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,1409.06,0,0.2,1,2,2,62920,9680,14520,38720,60000,64.0,15,100,300,6100,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,single vehicle collision
sb3001508,0,0,47691,35,38.0,0,t1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,1070.63,0,0.2,3,0,1,61600,6160,12320,43120,68000,63.0,17,500,1000,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,multi-vehicle collision
sb3001509,1,1,41078,34,54.0,0,t1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,916.13,0,0.2,3,2,0,74160,6180,12360,55620,72000,64.0,18,500,1000,-3100,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001510,0,1,64751,40,24.0,1,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,1191.5,0,0.2,1,2,0,80100,8900,8900,62300,20000,64.0,5,250,500,-14300,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,single vehicle collision
sb3001511,0,1,76417,39,84.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1474.66,0,0.2,1,2,2,6560,820,820,4920,68000,63.0,17,500,1000,-46200,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,parked car
sb3001512,1,0,82583,34,53.0,0,t0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,1193.45,0,0.2,1,2,1,58800,11760,5880,41160,92000,64.0,23,250,500,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,single vehicle collision
sb3001513,1,1,47268,36,84.0,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,1437.53,0,0.2,3,0,2,53730,11940,5970,35820,28000,63.0,7,250,500,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001514,1,0,67621,33,36.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,1304.83,0,0.2,1,0,0,60600,5050,10100,45450,76000,64.0,19,100,300,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,single vehicle collision
sb3001515,1,0,81030,35,46.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1168.8,0,0.2,1,0,2,35750,6500,3250,26000,76000,63.0,19,250,500,-42400,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,single vehicle collision
sb3001516,1,0,30194,41,49.0,0,t1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,1164.97,0,0.2,1,1,2,42840,3570,7140,32130,64000,64.0,16,100,300,500,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,single vehicle collision
sb3001517,1,0,82969,42,106.0,0,t0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1000,1232.72,0,0.2,3,1,0,87960,14660,14660,58640,84000,63.0,21,250,500,36600,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,multi-vehicle collision
sb3001518,0,0,44369,34,72.0,0,t1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,1800.76,0,0.2,3,1,0,47800,4780,4780,38240,44000,64.0,11,250,500,-78600,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001519,0,0,45945,45,102.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,1187.01,7000000,0.2,1,0,1,3840,640,640,2560,24000,63.0,6,500,1000,13300,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001520,1,1,79110,46,75.0,0,t1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1000,1559.34,0,0.2,1,0,2,77000,14000,7000,56000,64000,63.0,16,100,300,-51600,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001521,1,1,58745,42,85.0,0,t0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,1137.02,0,0.2,1,1,2,88110,16020,16020,56070,68000,64.0,17,250,500,31500,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,single vehicle collision
sb3001522,1,0,32148,33,73.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,1281.72,0,0.2,4,0,2,47740,4340,4340,39060,60000,63.0,15,100,300,-16000,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001523,1,1,30794,38,36.0,0,t2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000,796.35,0,0.2,3,2,1,58960,5360,10720,42880,64000,63.0,16,100,300,-4600,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001524,0,1,31866,47,95.0,0,t1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500,1270.02,0,0.2,1,1,2,2160,480,240,1440,64000,64.0,16,250,500,-45800,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,parked car
sb3001525,0,1,82439,49,94.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1383.13,0,0.2,1,1,1,6890,530,1060,5300,92000,63.0,23,100,300,46700,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001526,0,0,80362,40,87.0,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,1290.74,5000000,0.2,3,2,0,78870,7170,14340,57360,28000,63.0,7,100,300,58300,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001527,0,0,52540,39,107.0,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1216.68,0,0.2,1,1,1,2700,300,300,2100,28000,64.0,7,100,300,55100,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001528,0,1,43967,44,54.0,0,t1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500,1251.16,0,0.2,1,0,1,75960,6330,6330,63300,40000,63.0,10,100,300,41400,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,single vehicle collision
sb3001529,0,1,63942,49,21.0,1,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,1586.41,0,0.2,1,1,2,75570,6870,13740,54960,40000,64.0,10,250,500,-25400,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,single vehicle collision
sb3001530,0,0,39667,46,40.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,1526.11,5000000,0.2,1,2,2,90240,15040,15040,60160,100000,64.0,25,500,1000,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,single vehicle collision
sb3001531,0,0,83057,31,64.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1028.44,0,0.2,1,0,0,80960,14720,7360,58880,80000,64.0,20,100,300,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,single vehicle collision
sb3001532,1,1,71264,49,68.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1555.94,0,0.2,3,1,2,79080,6590,13180,59310,32000,64.0,8,100,300,23300,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,multi-vehicle collision
sb3001533,1,0,52838,38,39.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1570.77,0,0.2,1,0,2,6820,1240,620,4960,44000,64.0,11,500,1000,33500,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,vehicle theft
sb3001534,0,1,31061,43,45.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,1170.53,0,0.2,3,1,2,62590,5690,11380,45520,56000,64.0,14,100,300,15800,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001535,0,0,77996,40,38.0,0,t0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,1099.95,0,0.2,1,1,0,52400,6550,6550,39300,60000,64.0,15,250,500,-71900,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,single vehicle collision
sb3001536,0,1,45090,43,64.0,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000,1472.43,0,0.2,3,1,2,63580,5780,11560,46240,64000,64.0,16,250,500,-90600,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001537,1,0,66290,45,69.0,0,t2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,1275.62,0,0.2,3,2,1,61400,6140,6140,49120,100000,64.0,25,250,500,-56200,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001538,0,1,80062,46,75.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1292.3,0,0.2,1,1,2,4700,940,470,3290,52000,63.0,13,250,500,47600,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,parked car
sb3001539,1,0,58140,31,40.0,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,1009.37,0,0.2,1,0,2,74140,13480,13480,47180,20000,63.0,5,250,500,6000,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,single vehicle collision
sb3001540,1,1,36768,43,70.0,0,t0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,1093.07,4000000,0.2,1,2,2,83160,6930,13860,62370,36000,64.0,9,500,1000,-44700,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,single vehicle collision
sb3001541,1,0,69710,42,56.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1325.44,7000000,0.2,1,0,2,10790,1660,830,8300,28000,63.0,7,250,500,45100,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,parked car
sb3001542,0,1,71617,44,49.0,0,t0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000,1017.18,0,0.2,3,1,2,48070,8740,8740,30590,24000,63.0,6,100,300,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001543,1,1,84549,38,43.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,1221.17,0,0.2,3,0,0,51030,5670,11340,34020,96000,64.0,24,100,300,49300,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001544,0,1,58286,38,17.0,1,t0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,1927.87,0,0.2,1,0,1,43280,0,5410,37870,96000,64.0,24,100,300,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001545,0,1,42445,41,62.0,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1000,978.27,0,0.2,1,1,2,76400,15280,7640,53480,68000,63.0,17,250,500,65700,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001546,1,0,67283,37,94.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1221.14,0,0.2,1,0,2,75460,13720,13720,48020,72000,64.0,18,100,300,48100,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,single vehicle collision
sb3001547,1,1,57953,35,83.0,0,t0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,1255.62,0,0.2,3,2,1,69000,13800,6900,48300,100000,63.0,25,100,300,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001548,1,1,82214,34,107.0,0,t1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,999.52,0,0.2,1,1,2,8640,1440,720,6480,48000,64.0,12,250,500,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001549,1,1,60624,39,36.0,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,500,1380.89,0,0.2,3,2,1,67210,12220,12220,42770,96000,63.0,24,250,500,-23000,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001550,1,1,40006,45,61.0,0,t1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1010.77,0,0.2,3,0,2,42500,4250,4250,34000,84000,64.0,21,500,1000,-3300,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001551,1,1,67619,37,81.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500,1205.86,0,0.2,1,0,1,86400,14400,7200,64800,76000,63.0,19,100,300,-34600,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,single vehicle collision
sb3001552,1,0,76732,45,67.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1526.61,0,0.2,1,2,2,4620,840,840,2940,44000,64.0,11,500,1000,-32900,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,vehicle theft
sb3001553,1,1,57246,42,91.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1496.44,0,0.2,1,2,2,6930,630,1260,5040,28000,63.0,7,100,300,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,parked car
sb3001554,0,1,59312,49,67.0,0,t2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,1256.2,0,0.2,3,1,2,41700,8340,8340,25020,28000,64.0,7,100,300,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001555,1,1,42507,32,101.0,0,t0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,1268.35,0,0.2,1,2,1,77330,14060,14060,49210,24000,64.0,6,100,300,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,single vehicle collision
sb3001556,0,0,50140,42,82.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,1421.59,0,0.2,1,2,2,4950,900,450,3600,36000,64.0,9,500,1000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,vehicle theft
sb3001557,0,1,55167,34,54.0,0,t0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,1500.04,6000000,0.2,1,0,2,5160,860,860,3440,64000,63.0,16,500,1000,-36500,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,vehicle theft
sb3001558,1,0,57289,41,103.0,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,1433.24,0,0.2,3,2,1,24570,2730,2730,19110,56000,63.0,14,100,300,-19500,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,multi-vehicle collision
sb3001559,0,0,82227,40,92.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,1231.25,0,0.2,3,1,0,53680,4880,9760,39040,36000,64.0,9,100,300,46500,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001560,1,1,69032,41,56.0,0,t1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,1135.43,0,0.2,3,1,1,42900,3900,3900,35100,40000,63.0,10,500,1000,22700,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001561,0,0,56356,32,42.0,0,t1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,945.73,5000000,0.2,1,0,0,84100,16820,8410,58870,44000,63.0,11,250,500,-4200,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001562,1,0,53079,40,17.0,1,t1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,1118.76,0,0.2,1,1,2,61560,6840,6840,47880,48000,63.0,12,100,300,-55800,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001563,1,0,44265,34,70.0,0,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1231.98,0,0.2,1,0,0,44240,5530,5530,33180,92000,64.0,23,500,1000,-31700,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,single vehicle collision
sb3001564,1,0,30536,48,52.0,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,1005.47,0,0.2,4,2,2,57700,11540,5770,40390,72000,63.0,18,500,1000,9100,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001565,1,1,31393,39,46.0,0,t1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,1108.97,0,0.2,1,2,2,108030,16620,16620,74790,72000,64.0,18,100,300,1600,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,single vehicle collision
sb3001566,0,1,57627,47,49.0,0,t1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,1392.39,5000000,0.2,1,2,0,54300,10860,5430,38010,40000,64.0,10,100,300,-65700,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,single vehicle collision
sb3001567,0,1,72815,35,104.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,1317.97,0,0.2,3,1,2,32280,5380,5380,21520,40000,64.0,10,100,300,-46300,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001568,1,1,37822,46,53.0,0,t0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1588.22,0,0.2,3,1,1,84600,16920,8460,59220,52000,64.0,13,250,500,-53800,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,multi-vehicle collision
sb3001569,1,1,68223,32,39.0,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,900.02,6000000,0.2,1,1,2,69700,6970,6970,55760,48000,63.0,12,250,500,-49900,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,single vehicle collision
sb3001570,0,0,70118,34,34.0,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1000,1744.64,3000000,0.2,3,0,1,36400,3640,7280,25480,88000,63.0,22,100,300,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,multi-vehicle collision
sb3001571,1,1,59696,39,84.0,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,1260.56,0,0.2,3,0,2,37520,4690,4690,28140,40000,63.0,10,250,500,-54900,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,multi-vehicle collision
sb3001572,1,1,74477,46,32.0,0,t0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,1021.14,0,0.2,3,2,2,79090,14380,14380,50330,24000,64.0,6,500,1000,21800,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001573,1,1,50290,49,45.0,0,t0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,1285.09,0,0.2,1,0,2,67770,7530,15060,45180,28000,63.0,7,250,500,-31600,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,single vehicle collision
sb3001574,1,1,39828,40,44.0,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,1537.07,3000000,0.2,1,1,0,47400,9480,4740,33180,64000,63.0,16,100,300,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,single vehicle collision
sb3001575,0,1,37101,49,55.0,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1022.42,0,0.2,1,0,2,71100,7110,14220,49770,48000,63.0,12,100,300,-6900,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,single vehicle collision
sb3001576,1,1,42323,45,48.0,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,1558.86,0,0.2,1,2,2,69400,13880,6940,48580,32000,63.0,8,100,300,-24000,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,single vehicle collision
sb3001577,0,1,78919,37,53.0,0,t2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,1757.87,0,0.2,3,2,1,55000,5000,10000,40000,96000,64.0,24,500,1000,71400,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,multi-vehicle collision
sb3001578,1,1,65606,48,79.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,973.5,0,0.2,2,1,2,51090,7860,7860,35370,68000,63.0,17,250,500,50400,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,multi-vehicle collision
sb3001579,0,0,62139,48,37.0,0,t0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,500,1430.8,0,0.2,1,2,2,64200,6420,19260,38520,52000,63.0,13,500,1000,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,single vehicle collision
sb3001580,0,0,36347,43,123.0,0,t0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,500,1192.27,0,0.2,1,2,0,67320,12240,12240,42840,56000,64.0,14,500,1000,-40200,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,single vehicle collision
sb3001581,1,1,79549,49,42.0,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,500,1163.83,0,0.2,4,2,0,76120,6920,13840,55360,84000,63.0,21,250,500,37700,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001582,0,0,59435,35,33.0,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,1003.15,0,0.2,2,2,1,85020,13080,13080,58860,40000,64.0,10,500,1000,-38500,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001583,0,1,38792,48,21.0,1,t1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1153.54,6000000,0.2,3,0,1,68090,12380,12380,43330,44000,63.0,11,250,500,-57000,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,multi-vehicle collision
sb3001584,0,0,83803,37,45.0,0,t1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1631.1,0,0.2,1,1,2,6030,670,670,4690,52000,64.0,13,100,300,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,parked car
sb3001585,1,1,80264,36,91.0,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,1252.48,0,0.2,1,1,2,5100,1020,510,3570,80000,63.0,20,500,1000,-55800,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,vehicle theft
sb3001586,0,0,41060,33,100.0,0,t0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1677.26,0,0.2,1,1,2,4590,510,510,3570,28000,64.0,7,100,300,40100,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,vehicle theft
sb3001587,0,0,37431,30,97.0,0,unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,979.73,0,0.2,2,1,2,72400,7240,14480,50680,84000,63.0,21,250,500,51700,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,multi-vehicle collision
sb3001588,1,1,60374,35,21.0,1,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,989.24,0,0.2,1,2,2,70900,14180,7090,49630,72000,63.0,18,250,500,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,single vehicle collision
sb3001589,1,1,47864,38,53.0,0,t2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1389.86,0,0.2,2,2,2,65100,6510,6510,52080,36000,64.0,9,500,1000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,multi-vehicle collision
sb3001590,0,0,81789,33,77.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,1233.85,0,0.2,3,2,1,64260,0,14280,49980,84000,63.0,21,100,300,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,multi-vehicle collision
sb3001591,0,1,76254,41,65.0,0,t2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,500,1320.39,0,0.2,1,2,1,79970,7270,21810,50890,96000,64.0,24,500,1000,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,single vehicle collision
sb3001592,0,0,76634,42,67.0,0,t1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,1435.09,0,0.2,1,2,0,56610,6290,6290,44030,100000,64.0,25,100,300,36600,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,single vehicle collision
sb3001593,0,0,61376,33,109.0,0,t2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500,1448.54,0,0.2,1,1,1,84590,7690,7690,69210,80000,63.0,20,500,1000,58600,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,single vehicle collision
sb3001594,1,1,42202,49,103.0,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,1733.56,0,0.2,3,2,1,66780,7420,14840,44520,96000,64.0,24,250,500,-43800,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,multi-vehicle collision
sb3001595,0,1,41797,34,96.0,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,500,1533.07,0,0.2,1,1,2,58500,0,6500,52000,76000,64.0,19,100,300,-28800,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,single vehicle collision
sb3001596,0,0,70584,46,108.0,0,t1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,1106.77,0,0.2,1,2,0,5000,500,500,4000,68000,63.0,17,100,300,-17000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,parked car
sb3001597,1,0,72319,49,77.0,0,t0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,995.7,5000000,0.2,1,2,1,5000,500,1000,3500,48000,63.0,12,100,300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,parked car
sb3001598,0,1,78086,42,54.0,0,t1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,1298.85,6000000,0.2,3,1,2,54450,6050,12100,36300,52000,64.0,13,250,500,1000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,multi-vehicle collision
sb3001599,1,1,72115,32,58.0,0,t1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1276.73,5000000,0.2,3,1,2,61920,6880,6880,48160,68000,63.0,17,250,500,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,multi-vehicle collision
sb3001600,1,0,46950,32,38.0,0,t0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,1202.28,0,0.2,1,1,2,43700,4370,4370,34960,52000,64.0,13,250,500,-61400,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,single vehicle collision
