Card Type,Gender,customer_id,occupation,dob,income,city,marital_status
Platinum,F,C4322,lawyer,07/05/1987,1723837,Mumbai,unmarried
Platinum,F,C4428,doctor,05/21/1979,1702326,Chennai,married
Signature,M,C2954,lawyer,06/14/1988,806783,Kolkata,married
Gold,M,C5133,doctor,12/16/1976,1565890,Bangalore,married
Silver,F,C1587,doctor,04/23/1984,1529792,Kolkata,unmarried
Platinum,F,C4595,business,06/18/1981,832534,Bangalore,unmarried
Platinum,M,C4232,teacher,01/08/1974,1017633,Mumbai,married
Gold,F,C5313,doctor,05/07/1980,1186017,Chennai,married
Platinum,F,C3564,engineer,09/16/1986,1659599,Bangalore,married
Signature,M,C3092,business,04/07/1970,1763365,Mumbai,unmarried
Silver,F,C1448,teacher,06/21/1978,641892,Mumbai,unmarried
Silver,M,C1647,teacher,01/13/1986,1561955,Chennai,married
Platinum,M,C3592,lawyer,07/29/1987,750781,Bangalore,married
Platinum,M,C4296,lawyer,06/20/1982,886138,Mumbai,unmarried
Platinum,F,C4614,teacher,06/13/1973,1749903,Delhi,married
Silver,F,C1885,doctor,11/04/1983,1358734,Bangalore,married
Platinum,F,C3572,engineer,03/01/1983,1672613,Delhi,unmarried
Signature,M,C2724,doctor,02/01/1977,800538,Delhi,married
Silver,F,C1401,teacher,06/09/1988,1736551,Kolkata,unmarried
Platinum,F,C3748,engineer,06/14/1970,1244692,Mumbai,unmarried
Silver,F,C1001,teacher,06/30/1984,1597926,Chennai,married
Silver,F,C1504,doctor,05/14/1986,799210,Chennai,unmarried
Silver,M,C1442,teacher,06/24/1983,725885,Delhi,unmarried
Signature,F,C2714,teacher,01/06/1974,1523768,Delhi,married
Gold,M,C4916,teacher,11/20/1985,1800119,Chennai,married
Platinum,F,C4219,doctor,03/14/1972,1488985,Bangalore,married
Platinum,F,C3837,engineer,07/15/1984,873497,Bangalore,married
Platinum,F,C4168,lawyer,11/12/1978,1912054,Kolkata,married
Platinum,M,C3760,lawyer,03/29/1979,1923835,Mumbai,married
Gold,F,C5740,doctor,05/23/1972,664511,Chennai,unmarried
Gold,M,C5448,engineer,10/03/1988,1589614,Kolkata,unmarried
Gold,F,C5906,lawyer,11/09/1984,1745272,Delhi,unmarried
Silver,M,C2001,doctor,06/09/1971,1982249,Bangalore,unmarried
Gold,F,C5541,teacher,06/12/1977,1344805,Chennai,married
Platinum,F,C4617,business,05/26/1974,1435403,Bangalore,unmarried
Silver,M,C1643,lawyer,11/17/1986,1282139,Chennai,married
Gold,M,C5173,business,10/20/1979,1325198,Mumbai,married
Silver,M,C2057,engineer,02/20/1971,1160405,Delhi,unmarried
Signature,F,C2474,doctor,06/18/1975,1083459,Delhi,unmarried
Gold,M,C5194,lawyer,04/10/1979,1255080,Chennai,unmarried
Platinum,M,C3983,doctor,07/12/1986,1103716,Kolkata,married
Platinum,F,C4152,business,11/14/1988,784888,Kolkata,married
Platinum,F,C3835,teacher,01/27/1989,910949,Bangalore,unmarried
Platinum,M,C4357,engineer,12/23/1973,1612205,Mumbai,unmarried
Silver,F,C2180,teacher,12/22/1988,924288,Mumbai,married
Signature,M,C2844,lawyer,10/06/1988,1804377,Chennai,unmarried
Silver,F,C1206,teacher,11/07/1975,1508218,Mumbai,married
Gold,M,C5173,business,10/20/1979,1325198,Mumbai,married
Silver,F,C2131,lawyer,04/23/1974,1573326,Chennai,married
Silver,F,C1713,lawyer,08/20/1977,877740,Bangalore,unmarried
Gold,M,C5901,business,08/31/1980,1905413,Delhi,unmarried
Platinum,F,C3641,teacher,11/20/1988,986357,Delhi,unmarried
Platinum,F,C3655,lawyer,12/06/1971,1188199,Bangalore,unmarried
Silver,M,C1804,doctor,09/28/1974,1650997,Chennai,married
Signature,M,C3425,engineer,12/01/1970,920414,Kolkata,married
Platinum,F,C3655,lawyer,12/06/1971,1188199,Bangalore,unmarried
Signature,F,C2952,teacher,09/03/1984,1969923,Mumbai,unmarried
Silver,F,C1061,doctor,01/08/1988,1606121,Chennai,unmarried
Signature,M,C2664,business,04/20/1975,882464,Chennai,married
Signature,M,C3326,lawyer,10/03/1982,995440,Kolkata,married
Silver,M,C1444,teacher,10/16/1972,1890854,Bangalore,married
Gold,M,C5135,teacher,03/03/1987,924510,Mumbai,unmarried
Platinum,F,C4698,doctor,12/23/1985,1991443,Chennai,married
Signature,M,C3037,lawyer,07/07/1976,1883450,Mumbai,married
Platinum,F,C3801,doctor,05/30/1987,1615813,Delhi,married
Silver,F,C1964,teacher,10/25/1974,674954,Mumbai,married
Platinum,M,C3830,lawyer,03/09/1977,1722601,Kolkata,unmarried
Silver,F,C1020,doctor,02/05/1970,954134,Mumbai,married
Gold,M,C4940,teacher,05/20/1984,1008638,Delhi,married
Silver,F,C1096,teacher,11/06/1977,1648512,Mumbai,married
Signature,M,C2773,doctor,04/30/1972,1804067,Delhi,married
Platinum,F,C3843,engineer,04/23/1985,1638714,Kolkata,unmarried
Signature,M,C2785,teacher,01/30/1975,759713,Chennai,unmarried
Gold,M,C5853,teacher,05/03/1971,1724790,Chennai,unmarried
Platinum,M,C4189,business,07/26/1988,1885603,Mumbai,married
Platinum,F,C4680,doctor,10/06/1979,714612,Bangalore,married
Silver,M,C1859,business,01/10/1985,1503654,Bangalore,married
Platinum,M,C3586,engineer,09/19/1985,735243,Mumbai,unmarried
Platinum,F,C4249,engineer,09/26/1970,1340121,Mumbai,unmarried
Silver,F,C2213,doctor,09/13/1988,1138836,Chennai,unmarried
Signature,M,C2812,teacher,03/18/1981,1191243,Kolkata,unmarried
Platinum,M,C3537,lawyer,05/25/1986,1018860,Mumbai,married
Platinum,F,C4498,engineer,07/06/1976,1061452,Bangalore,married
Gold,F,C5481,lawyer,10/17/1978,793378,Delhi,married
Silver,F,C1700,lawyer,10/28/1971,1936302,Bangalore,unmarried
Gold,M,C5929,teacher,11/09/1978,734352,Chennai,married
Gold,F,C4954,lawyer,01/23/1982,1938719,Bangalore,unmarried
Silver,M,C1408,teacher,12/23/1988,1713286,Chennai,married
Signature,M,C3085,doctor,04/16/1972,1761720,Bangalore,married
Signature,M,C2549,doctor,06/27/1972,1308319,Bangalore,unmarried
Gold,M,C4909,doctor,01/25/1983,1691467,Kolkata,married
Platinum,M,C4401,engineer,08/26/1983,763067,Kolkata,unmarried
Signature,M,C2361,lawyer,02/02/1977,1963817,Kolkata,unmarried
Gold,M,C5422,teacher,09/26/1983,1158818,Delhi,unmarried
Gold,F,C5563,teacher,01/16/1982,1203700,Delhi,unmarried
Silver,F,C1575,teacher,09/30/1982,765127,Chennai,unmarried
Platinum,F,C3804,teacher,11/13/1971,746682,Kolkata,married
Platinum,M,C4742,doctor,07/26/1986,860083,Kolkata,unmarried
Silver,F,C2072,engineer,11/10/1977,1647779,Bangalore,unmarried
Signature,M,C2336,business,09/13/1978,1096529,Chennai,unmarried
Platinum,M,C4619,engineer,09/15/1982,1174998,Delhi,married
Platinum,F,C4745,business,08/01/1985,825515,Chennai,married
Gold,F,C5105,doctor,07/15/1972,1485667,Mumbai,unmarried
Gold,F,C4792,lawyer,11/03/1984,1779987,Bangalore,married
Signature,F,C2258,lawyer,03/05/1983,641405,Chennai,married
Signature,F,C3442,teacher,01/05/1988,1573578,Mumbai,married
Platinum,F,C4434,teacher,06/03/1982,1275678,Bangalore,unmarried
Gold,M,C5007,engineer,03/27/1988,1555884,Mumbai,married
Silver,M,C1738,engineer,09/01/1983,874753,Delhi,unmarried
Signature,M,C3267,doctor,07/21/1985,1679002,Delhi,married
Silver,M,C2191,teacher,06/14/1972,928069,Bangalore,married
Silver,F,C2244,business,11/19/1970,987402,Bangalore,unmarried
Gold,M,C5805,lawyer,07/15/1985,1595023,Bangalore,unmarried
Signature,F,C2475,lawyer,05/08/1980,765607,Kolkata,unmarried
Gold,F,C5029,business,05/26/1979,1006056,Delhi,unmarried
Gold,F,C5768,engineer,10/17/1978,1115372,Chennai,married
Platinum,F,C4711,doctor,11/25/1982,1533902,Chennai,unmarried
Gold,M,C5328,lawyer,05/28/1978,654946,Kolkata,unmarried
Silver,F,C1379,doctor,10/11/1985,1753562,Chennai,married
Gold,F,C5684,doctor,03/18/1981,1792190,Delhi,married
Silver,F,C1518,business,07/09/1980,1787233,Chennai,unmarried
Signature,F,C3462,teacher,06/26/1973,1409802,Kolkata,unmarried
Gold,F,C5965,lawyer,11/21/1976,968448,Bangalore,unmarried
Gold,F,C5852,engineer,03/06/1975,1859923,Delhi,married
Silver,F,C1596,engineer,07/10/1971,1314753,Kolkata,married
Gold,F,C5054,lawyer,06/19/1987,1683478,Bangalore,married
Platinum,F,C3745,business,10/07/1987,1601866,Bangalore,unmarried
Platinum,F,C3686,engineer,11/21/1985,1773281,Kolkata,unmarried
Silver,F,C1348,business,08/14/1980,1995905,Chennai,unmarried
Silver,M,C2054,lawyer,05/10/1979,1098554,Kolkata,unmarried
Platinum,F,C4708,business,03/01/1978,1850528,Bangalore,unmarried
Gold,F,C5658,business,05/29/1971,966497,Kolkata,unmarried
Gold,M,C5774,teacher,03/26/1982,626255,Chennai,unmarried
Signature,F,C2818,teacher,01/17/1971,923252,Delhi,unmarried
Signature,M,C2955,teacher,04/20/1975,1288779,Delhi,unmarried
Signature,M,C3121,engineer,07/30/1976,1829054,Bangalore,unmarried
Silver,M,C1705,doctor,12/10/1987,1756401,Bangalore,married
Signature,M,C2760,business,02/27/1983,1603143,Kolkata,married
Silver,F,C1710,engineer,08/08/1986,694930,Delhi,married
Silver,F,C1655,doctor,04/17/1988,1270533,Delhi,unmarried
Gold,F,C5547,engineer,01/17/1988,1134174,Delhi,unmarried
Silver,M,C1536,doctor,05/14/1986,1049616,Mumbai,married
Gold,M,C4839,business,05/12/1983,1444874,Mumbai,unmarried
Silver,F,C1377,engineer,07/14/1977,1979024,Delhi,married
Signature,F,C2946,engineer,04/13/1985,1638565,Chennai,unmarried
Gold,M,C5408,engineer,10/24/1977,1790618,Kolkata,unmarried
Gold,M,C5970,engineer,02/27/1979,1137372,Delhi,unmarried
Gold,F,C5575,lawyer,10/06/1976,1378658,Mumbai,unmarried
Signature,F,C2603,business,07/28/1982,1034895,Chennai,unmarried
Silver,M,C1373,doctor,08/22/1974,1944419,Mumbai,unmarried
Signature,M,C2940,business,06/19/1987,1526002,Chennai,married
Signature,F,C2835,lawyer,04/03/1986,937392,Chennai,married
Gold,F,C5110,business,05/10/1985,1476958,Delhi,married
Silver,F,C1534,business,04/18/1980,1308202,Kolkata,married
Signature,M,C2585,lawyer,02/19/1976,1061419,Mumbai,married
Gold,F,C5094,business,09/02/1985,1992570,Mumbai,married
Gold,F,C5357,teacher,04/23/1972,1206896,Chennai,married
Signature,M,C2305,engineer,02/11/1984,973150,Bangalore,unmarried
Signature,M,C3350,lawyer,05/31/1986,1287907,Kolkata,married
Gold,F,C5290,lawyer,09/13/1971,1872526,Chennai,unmarried
Gold,F,C5220,business,08/11/1970,1866810,Bangalore,married
Gold,M,C5726,doctor,10/31/1979,1805816,Mumbai,married
Platinum,M,C3802,doctor,12/12/1982,1460542,Bangalore,unmarried
Platinum,M,C4677,teacher,09/23/1982,1266064,Chennai,married
Platinum,F,C4031,lawyer,01/07/1972,708111,Bangalore,married
Platinum,M,C3728,doctor,12/07/1988,889852,Delhi,married
Platinum,F,C4003,engineer,02/09/1974,1910258,Chennai,unmarried
Gold,F,C5099,lawyer,04/26/1977,2000799,Chennai,married
Gold,F,C4769,engineer,11/03/1978,1268912,Kolkata,married
Silver,M,C1294,lawyer,10/05/1986,630973,Bangalore,unmarried
Gold,F,C5163,doctor,07/06/1980,1856955,Chennai,married
Silver,M,C1428,teacher,03/01/1970,1138992,Kolkata,married
Gold,F,C4752,lawyer,05/21/1985,686986,Delhi,unmarried
Gold,M,C5260,engineer,08/24/1987,926567,Delhi,married
Platinum,F,C4402,teacher,11/13/1973,1887241,Bangalore,married
Gold,F,C5860,engineer,01/19/1988,1887430,Mumbai,married
Silver,M,C2043,business,02/08/1989,1904736,Bangalore,married
Signature,M,C3016,doctor,08/17/1989,907942,Mumbai,unmarried
Signature,M,C2677,lawyer,12/23/1987,1643753,Chennai,married
Platinum,M,C4115,business,08/03/1972,1605543,Kolkata,unmarried
Platinum,F,C4614,teacher,06/13/1973,1749903,Delhi,married
Gold,F,C5370,doctor,04/07/1985,1830100,Chennai,married
Platinum,F,C3803,engineer,06/12/1976,1994841,Chennai,married
Signature,M,C2623,teacher,11/12/1976,746366,Chennai,married
Gold,F,C5623,business,04/22/1986,637725,Mumbai,unmarried
Platinum,M,C3961,lawyer,08/02/1981,1724841,Delhi,unmarried
Signature,F,C3086,engineer,07/01/1970,1657726,Mumbai,married
Platinum,F,C4620,engineer,09/11/1985,1442210,Delhi,married
Gold,F,C5110,business,05/10/1985,1476958,Delhi,married
Silver,M,C2078,teacher,07/10/1971,1526134,Chennai,unmarried
Gold,M,C4790,business,12/23/1979,757148,Bangalore,unmarried
Signature,M,C3195,business,09/01/1989,979821,Chennai,married
Gold,M,C4880,doctor,08/04/1989,1642174,Mumbai,unmarried
Gold,F,C5447,lawyer,05/18/1982,1464182,Chennai,married
Silver,M,C2174,doctor,08/24/1984,1908089,Chennai,married
Silver,M,C1963,doctor,11/07/1978,896858,Chennai,married
Gold,M,C5591,lawyer,01/20/1979,807873,Delhi,unmarried
Silver,F,C1186,doctor,07/27/1982,1434289,Bangalore,unmarried
Signature,M,C2329,teacher,10/13/1977,642089,Mumbai,unmarried
Signature,M,C2737,lawyer,06/01/1972,1286007,Mumbai,unmarried
Platinum,M,C3923,doctor,04/17/1973,1207105,Kolkata,unmarried
Platinum,M,C4515,doctor,12/22/1974,1090276,Delhi,unmarried
Silver,F,C1855,lawyer,12/24/1976,1123289,Bangalore,unmarried
Silver,F,C2241,doctor,11/05/1970,1126348,Bangalore,married
Platinum,F,C3733,lawyer,05/31/1975,650623,Delhi,unmarried
Silver,F,C1252,lawyer,04/19/1985,785835,Delhi,married
Silver,M,C1833,doctor,09/11/1975,1348195,Delhi,married
Signature,M,C2750,business,04/09/1987,1746111,Chennai,unmarried
Signature,M,C2831,doctor,07/20/1989,1099902,Kolkata,unmarried
Gold,F,C5923,lawyer,11/30/1973,1015217,Mumbai,unmarried
Platinum,M,C4612,engineer,01/19/1986,969437,Bangalore,married
Platinum,F,C4079,doctor,01/11/1975,1328760,Kolkata,married
Gold,F,C5782,engineer,09/25/1981,1590452,Bangalore,unmarried
Signature,F,C3263,teacher,09/15/1978,1262042,Bangalore,unmarried
Gold,F,C5382,teacher,12/28/1977,678030,Chennai,married
Silver,F,C2211,engineer,03/05/1977,1016866,Delhi,married
Gold,F,C4818,lawyer,05/09/1973,1977464,Delhi,unmarried
Silver,F,C1818,engineer,10/31/1974,1101427,Kolkata,unmarried
Silver,F,C1547,engineer,02/02/1984,1706583,Mumbai,unmarried
Gold,F,C4904,business,07/15/1980,1047114,Kolkata,married
Platinum,F,C3755,business,05/21/1970,1251264,Chennai,unmarried
Platinum,F,C4662,engineer,10/06/1980,732100,Kolkata,married
Silver,F,C1333,teacher,03/10/1979,1758431,Kolkata,married
Platinum,F,C4355,business,07/25/1984,1027949,Mumbai,married
Silver,M,C1479,lawyer,04/08/1977,1601029,Chennai,unmarried
Silver,F,C1613,lawyer,08/28/1974,1823323,Kolkata,married
Signature,F,C2327,lawyer,04/21/1978,722709,Delhi,married
Platinum,F,C3767,doctor,10/19/1988,749146,Delhi,unmarried
Signature,M,C2299,teacher,09/01/1971,1115392,Bangalore,unmarried
Platinum,M,C4107,lawyer,02/21/1970,663743,Bangalore,married
Gold,F,C4879,doctor,07/15/1977,1269677,Kolkata,married
Platinum,M,C4573,lawyer,08/13/1972,758917,Kolkata,unmarried
Silver,M,C1666,teacher,11/27/1974,1160042,Chennai,married
Platinum,M,C4702,doctor,12/13/1981,1413265,Chennai,unmarried
Gold,F,C5444,engineer,03/03/1986,1526593,Mumbai,married
Platinum,F,C3718,teacher,04/13/1971,633526,Bangalore,unmarried
Platinum,M,C4706,engineer,02/06/1972,759775,Kolkata,unmarried
Platinum,F,C4049,teacher,06/17/1971,1282270,Mumbai,unmarried
Silver,M,C1895,lawyer,04/27/1988,1799350,Delhi,unmarried
Gold,M,C4858,engineer,07/07/1985,1234890,Delhi,married
Gold,M,C5524,business,04/11/1977,1562179,Delhi,married
Silver,M,C1190,engineer,12/21/1978,667733,Delhi,married
Gold,F,C4874,business,09/24/1972,938872,Kolkata,married
Gold,F,C5560,teacher,01/05/1972,1382416,Mumbai,married
Silver,F,C1194,business,05/12/1972,1139818,Chennai,married
Silver,M,C1439,lawyer,08/13/1979,838331,Mumbai,married
Gold,F,C4813,business,05/19/1974,1058319,Mumbai,unmarried
Gold,F,C5268,engineer,10/04/1979,938314,Bangalore,married
Signature,F,C2880,lawyer,04/07/1987,1240417,Kolkata,married
Platinum,F,C4095,teacher,05/17/1978,765234,Kolkata,married
Platinum,M,C4188,doctor,01/26/1970,1990129,Kolkata,married
Gold,M,C4996,doctor,03/17/1984,1901710,Kolkata,unmarried
Platinum,F,C4566,lawyer,08/13/1979,1962814,Chennai,unmarried
Platinum,F,C3567,lawyer,09/26/1976,820991,Kolkata,unmarried
Gold,F,C4908,teacher,11/06/1987,818058,Delhi,unmarried
Silver,M,C1859,business,01/10/1985,1503654,Bangalore,married
Signature,M,C2734,lawyer,06/03/1982,1140306,Delhi,unmarried
Platinum,F,C4109,lawyer,06/26/1973,1799792,Chennai,unmarried
Signature,F,C3336,teacher,06/09/1971,1034717,Kolkata,unmarried
Signature,F,C3450,lawyer,05/17/1973,668272,Kolkata,married
Silver,M,C1622,business,10/22/1982,1751277,Kolkata,unmarried
Signature,F,C2817,doctor,09/25/1987,1935265,Bangalore,married
Gold,M,C4970,business,07/23/1975,1765340,Delhi,married
Platinum,F,C3767,doctor,10/19/1988,749146,Delhi,unmarried
Gold,F,C5721,business,08/25/1987,668663,Delhi,married
Silver,F,C1589,business,06/10/1984,1206944,Bangalore,unmarried
Silver,F,C1549,engineer,02/16/1972,834631,Chennai,married
Signature,M,C3243,lawyer,03/27/1971,1740353,Bangalore,married
Gold,F,C4901,engineer,07/02/1980,1666758,Delhi,married
Gold,M,C4947,business,01/13/1970,1876394,Bangalore,married
Signature,F,C3149,doctor,12/16/1973,632535,Chennai,married
Signature,F,C3080,doctor,10/12/1983,759709,Mumbai,unmarried
Silver,M,C1737,engineer,05/18/1985,959370,Mumbai,married
Gold,F,C5936,business,02/01/1973,2004527,Mumbai,married
Platinum,M,C3586,engineer,09/19/1985,735243,Mumbai,unmarried
Silver,F,C2042,business,08/20/1987,1702206,Chennai,married
Signature,F,C3138,lawyer,10/14/1972,760288,Chennai,married
Silver,M,C2189,lawyer,05/25/1972,1988382,Delhi,unmarried
Silver,F,C1864,engineer,09/02/1989,929052,Bangalore,married
Signature,M,C2624,lawyer,04/23/1984,1644950,Bangalore,unmarried
Signature,M,C3117,doctor,06/13/1972,1589349,Mumbai,unmarried
Platinum,F,C4750,lawyer,05/12/1983,729103,Delhi,married
Signature,M,C3391,lawyer,11/24/1986,1174737,Bangalore,unmarried
Platinum,F,C4458,engineer,04/02/1988,702801,Chennai,married
Signature,M,C2842,teacher,04/17/1985,1218096,Chennai,married
Signature,F,C2338,teacher,11/07/1988,1035053,Chennai,unmarried
Silver,M,C2083,business,03/29/1989,1527922,Bangalore,unmarried
Signature,M,C2773,doctor,04/30/1972,1804067,Delhi,married
Signature,F,C3450,lawyer,05/17/1973,668272,Kolkata,married
Signature,M,C3180,business,12/12/1974,1213124,Kolkata,unmarried
Silver,F,C1979,doctor,04/11/1972,1132571,Chennai,unmarried
Signature,F,C3277,teacher,06/25/1972,823801,Mumbai,married
Silver,F,C1985,business,07/27/1973,1336678,Mumbai,unmarried
Gold,M,C5308,business,01/11/1974,730864,Bangalore,married
Silver,F,C1866,engineer,09/07/1975,965733,Chennai,married
Gold,F,C5731,engineer,12/26/1983,1718319,Kolkata,unmarried
Signature,M,C3299,engineer,04/29/1981,1030628,Bangalore,married
Platinum,M,C4115,business,08/03/1972,1605543,Kolkata,unmarried
Silver,F,C1327,lawyer,12/02/1982,1428005,Kolkata,married
Gold,M,C5866,engineer,06/25/1986,1953158,Chennai,married
Platinum,M,C4125,business,11/30/1974,877894,Delhi,married
Silver,F,C1749,business,12/11/1987,640465,Bangalore,unmarried
Platinum,F,C4471,doctor,01/10/1978,1607436,Mumbai,married
Platinum,F,C4286,engineer,08/25/1982,1959869,Chennai,married
Gold,F,C5383,doctor,08/16/1983,1545560,Bangalore,married
Platinum,F,C3756,engineer,05/28/1975,671175,Delhi,unmarried
Platinum,M,C3591,business,07/09/1979,984863,Mumbai,unmarried
Platinum,F,C4215,teacher,03/11/1971,1750229,Bangalore,unmarried
Signature,M,C2285,doctor,04/02/1979,781740,Bangalore,unmarried
Gold,M,C5048,lawyer,10/21/1980,1615296,Kolkata,unmarried
Signature,F,C3254,teacher,10/09/1984,1318877,Bangalore,married
Signature,M,C3421,teacher,10/23/1975,616579,Chennai,married
Signature,M,C2852,teacher,05/16/1983,1368301,Chennai,unmarried
Signature,M,C2275,engineer,01/15/1983,1671398,Bangalore,unmarried
Platinum,M,C3922,engineer,03/21/1973,897053,Chennai,unmarried
Silver,M,C1634,engineer,09/14/1972,906845,Mumbai,unmarried
Platinum,M,C4503,doctor,01/27/1984,890028,Delhi,unmarried
Platinum,F,C3566,engineer,02/06/1974,1034655,Delhi,unmarried
Signature,M,C2514,business,07/30/1984,1924329,Delhi,unmarried
Gold,F,C5443,doctor,04/29/1974,1799230,Delhi,unmarried
Platinum,F,C4195,lawyer,07/19/1982,1168283,Bangalore,married
Signature,M,C2250,teacher,09/27/1989,921426,Chennai,unmarried
Signature,F,C2828,lawyer,12/23/1980,731990,Mumbai,unmarried
Platinum,M,C4475,lawyer,11/25/1984,1439347,Mumbai,married
Signature,M,C2798,teacher,07/02/1978,1378045,Mumbai,unmarried
Signature,F,C2553,lawyer,01/30/1983,1112185,Mumbai,unmarried
Signature,M,C2647,doctor,09/08/1977,1089624,Mumbai,unmarried
Silver,F,C2161,doctor,02/18/1983,1382434,Bangalore,married
Silver,F,C1792,engineer,03/14/1978,1900714,Chennai,married
Platinum,M,C4100,lawyer,02/27/1978,1404815,Chennai,unmarried
Platinum,M,C4628,engineer,07/12/1973,932844,Kolkata,unmarried
Platinum,F,C3948,teacher,02/11/1974,1338334,Mumbai,unmarried
Signature,M,C3427,doctor,06/26/1985,1555956,Chennai,unmarried
Silver,F,C1359,teacher,04/15/1975,813392,Mumbai,unmarried
Platinum,F,C4691,business,07/11/1976,1284940,Kolkata,married
Gold,M,C5373,engineer,05/15/1971,1720499,Bangalore,unmarried
Platinum,F,C4119,business,11/08/1974,755962,Bangalore,married
Silver,M,C1291,doctor,01/31/1975,1156200,Chennai,married
Gold,F,C5230,teacher,04/02/1983,850188,Chennai,married
Platinum,M,C3537,lawyer,05/25/1986,1018860,Mumbai,married
Platinum,F,C3765,business,10/22/1985,804933,Delhi,married
Signature,M,C2567,lawyer,07/08/1977,1790532,Bangalore,married
Platinum,M,C4240,engineer,07/01/1989,1751855,Bangalore,married
Gold,F,C5303,doctor,02/04/1974,1078921,Delhi,married
Platinum,M,C3581,engineer,08/03/1973,1701712,Chennai,married
Gold,M,C5338,engineer,01/05/1979,1760415,Bangalore,unmarried
Platinum,F,C4005,teacher,04/17/1971,1608313,Bangalore,married
Gold,M,C5083,business,07/12/1979,1245733,Delhi,unmarried
Signature,M,C3436,business,02/04/1976,1420673,Chennai,unmarried
Signature,M,C3488,lawyer,11/30/1977,1058072,Chennai,unmarried
Signature,F,C2465,teacher,01/17/1972,1919404,Kolkata,unmarried
Signature,F,C2547,business,11/17/1984,673645,Bangalore,unmarried
Gold,F,C5869,engineer,04/14/1982,951948,Mumbai,married
Platinum,M,C3830,lawyer,03/09/1977,1722601,Kolkata,unmarried
Silver,M,C1533,doctor,01/27/1973,1700801,Chennai,unmarried
Silver,M,C1459,engineer,01/08/1980,1718802,Bangalore,unmarried
Gold,M,C5812,lawyer,01/15/1986,1442266,Chennai,married
Silver,F,C1324,teacher,01/04/1980,617350,Delhi,married
Signature,M,C2532,doctor,01/08/1988,1008440,Bangalore,unmarried
Signature,F,C2499,business,01/02/1970,1455467,Mumbai,married
Platinum,F,C4062,lawyer,09/01/1973,1171878,Chennai,unmarried
Signature,M,C2672,business,07/07/1974,1456215,Mumbai,unmarried
Signature,M,C3353,business,10/02/1983,1354817,Mumbai,married
Gold,F,C4980,lawyer,03/28/1977,1076705,Delhi,married
Silver,M,C1947,business,07/18/1987,1850680,Bangalore,married
Signature,M,C3153,business,06/01/1973,1831909,Bangalore,unmarried
Platinum,F,C3608,business,04/13/1987,698591,Chennai,unmarried
Silver,M,C1210,doctor,03/14/1972,660868,Delhi,married
Silver,M,C1993,engineer,09/07/1970,1754773,Kolkata,unmarried
Silver,F,C1109,business,07/01/1972,1008569,Kolkata,married
Signature,F,C3185,business,04/12/1970,1458389,Kolkata,unmarried
Signature,F,C2941,doctor,06/12/1975,1325619,Chennai,married
Silver,F,C1349,teacher,06/13/1980,690993,Delhi,unmarried
Silver,M,C1951,teacher,01/15/1980,723990,Bangalore,unmarried
Silver,F,C2161,doctor,02/18/1983,1382434,Bangalore,married
Silver,F,C2101,teacher,03/18/1984,869358,Bangalore,married
Silver,F,C1230,business,02/12/1973,1239092,Kolkata,unmarried
Platinum,F,C4747,doctor,12/23/1975,1004701,Kolkata,unmarried
Gold,M,C5837,business,11/01/1987,1777716,Kolkata,unmarried
Gold,F,C4820,engineer,02/26/1973,810847,Mumbai,unmarried
Platinum,F,C4140,engineer,01/04/1983,1504647,Delhi,married
Silver,F,C1230,business,02/12/1973,1239092,Kolkata,unmarried
Signature,F,C3322,doctor,06/15/1989,906536,Mumbai,unmarried
Platinum,M,C4721,teacher,01/23/1971,1975139,Delhi,unmarried
Platinum,M,C4423,doctor,04/17/1980,803549,Chennai,married
Silver,F,C1946,engineer,07/12/1987,1381251,Delhi,married
Gold,F,C5472,business,08/25/1980,1925144,Chennai,unmarried
Platinum,F,C3563,teacher,01/24/1983,1172334,Chennai,unmarried
Gold,F,C5256,lawyer,09/16/1971,1302381,Delhi,married
Gold,F,C5292,business,12/05/1977,1258165,Chennai,unmarried
Silver,M,C1442,teacher,06/24/1983,725885,Delhi,unmarried
Silver,F,C1725,doctor,01/15/1977,1126058,Delhi,married
Signature,M,C2968,engineer,12/01/1974,1148763,Delhi,unmarried
Signature,M,C3009,business,06/18/1970,2012542,Delhi,unmarried
Gold,M,C5502,engineer,10/05/1975,1276513,Delhi,married
Gold,F,C5043,business,07/21/1971,993621,Bangalore,unmarried
Gold,F,C5965,lawyer,11/21/1976,968448,Bangalore,unmarried
Platinum,M,C3895,business,10/06/1987,1223751,Delhi,married
Gold,F,C5592,engineer,12/06/1972,862339,Delhi,married
Platinum,M,C4671,doctor,01/22/1983,862070,Delhi,unmarried
Gold,F,C5061,lawyer,12/22/1981,1227209,Mumbai,married
Silver,M,C1623,engineer,01/10/1972,1418228,Chennai,unmarried
Gold,F,C5708,doctor,01/02/1985,1906780,Mumbai,unmarried
Signature,F,C2395,business,02/15/1979,782452,Mumbai,married
Signature,F,C3373,engineer,11/27/1971,799793,Delhi,unmarried
Platinum,M,C4141,doctor,03/15/1986,1624356,Bangalore,married
Gold,F,C5039,engineer,03/29/1972,1036644,Bangalore,married
Silver,M,C1696,engineer,11/09/1986,691456,Delhi,married
Platinum,M,C4188,doctor,01/26/1970,1990129,Kolkata,married
Platinum,F,C3990,business,08/12/1985,1302185,Bangalore,married
Signature,M,C2790,lawyer,12/30/1986,672849,Mumbai,unmarried
Silver,M,C1258,business,02/23/1975,1758250,Chennai,unmarried
