customer_id,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_date,motor_addon,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
SB3001517,2012-01-10,IL,250/500,1000,1232.72,0,87800,-51200,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,4414 Solo Drive,21,3,?,1,0,NO,87960,14660,14660,58640,Jeep,Wrangler,1999
SB3001518,2001-07-05,IL,250/500,2000,1800.76,0,0,-78600,2015-01-14,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,2920 5th Ave,0,3,NO,1,0,NO,47800,4780,4780,38240,Jeep,Grand Cherokee,2009
SB3001519,1991-08-07,IL,500/1000,500,1187.01,7000000,46300,-33000,2015-02-02,Vehicle Theft,?,Trivial Damage,Police,NY,Northbrook,2986 MLK Drive,9,1,NO,0,1,?,3840,640,640,2560,Chevrolet,Tahoe,2014
SB3001520,2012-07-24,IN,100/300,1000,1559.34,0,0,-51600,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,1580 Maple Lane,1,1,NO,0,2,?,77000,14000,7000,56000,Accura,RSX,2004
SB3001521,2014-07-27,IL,250/500,2000,1137.02,0,31500,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,3706 Texas Hwy,22,1,YES,1,3,?,88110,16020,16020,56070,Audi,A5,2003
SB3001522,1994-08-08,IN,100/300,1000,1281.72,0,33500,-49500,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,9109 Britain Drive,20,4,NO,0,2,YES,47740,4340,4340,39060,Honda,Civic,2005
SB3001523,2001-12-09,OH,100/300,1000,796.35,0,72400,-77000,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,2290 4th Ave,9,3,YES,2,1,YES,58960,5360,10720,42880,Ford,F150,2004
SB3001524,1990-03-14,OH,250/500,500,1270.02,0,0,-45800,2015-01-08,Parked Car,?,Minor Damage,Police,NC,Northbrook,4232 Britain Ridge,5,1,NO,1,2,?,2160,480,240,1440,Toyota,Corolla,2004
SB3001525,2006-03-28,IL,100/300,1000,1383.13,0,46700,0,2015-02-28,Vehicle Theft,?,Trivial Damage,Police,SC,Riverwood,6677 Andromedia Drive,12,1,YES,1,1,?,6890,530,1060,5300,Jeep,Grand Cherokee,1997
SB3001526,2013-12-23,IL,100/300,2000,1290.74,5000000,58300,0,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,5868 Sky Hwy,6,3,NO,2,0,YES,78870,7170,14340,57360,Suburu,Legacy,2013
SB3001527,1991-09-30,IN,100/300,1000,1216.68,0,55100,0,2015-01-06,Vehicle Theft,?,Trivial Damage,Police,SC,Columbus,3053 Lincoln Drive,8,1,NO,1,1,NO,2700,300,300,2100,Ford,F150,2013
SB3001528,2001-12-27,IL,100/300,500,1251.16,0,41400,0,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,7041 Tree Ridge,14,1,?,0,1,NO,75960,6330,6330,63300,Jeep,Grand Cherokee,2010
SB3001529,2005-04-07,IN,250/500,2000,1586.41,0,33500,-58900,2015-01-20,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,7223 Embaracadero St,10,1,YES,1,3,?,75570,6870,13740,54960,BMW,X5,2010
SB3001530,2003-04-08,IL,500/1000,2000,1526.11,5000000,0,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,8081 Flute Ridge,12,1,?,2,3,YES,90240,15040,15040,60160,Chevrolet,Malibu,1995
SB3001531,2005-11-14,IN,100/300,1000,1028.44,0,0,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,8618 Texas Lane,12,1,?,0,0,NO,80960,14720,7360,58880,Accura,MDX,2000
SB3001532,2005-01-07,IL,100/300,1000,1555.94,0,23300,0,2015-01-25,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,3508 Washington St,12,3,NO,1,3,YES,79080,6590,13180,59310,Mercedes,C300,2012
SB3001533,1994-02-14,IN,500/1000,2000,1570.77,0,98800,-65300,2015-01-18,Vehicle Theft,?,Minor Damage,None,SC,Columbus,2193 4th Ridge,13,1,NO,0,3,NO,6820,1240,620,4960,Mercedes,ML350,2009
SB3001534,1996-01-23,OH,100/300,2000,1170.53,0,65000,-49200,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,8897 Sky St,17,3,NO,1,2,YES,62590,5690,11380,45520,Nissan,Pathfinder,2006
SB3001535,1999-12-12,OH,250/500,1000,1099.95,0,0,-71900,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,9611 Pine Ridge,14,1,NO,1,0,YES,52400,6550,6550,39300,Accura,MDX,2005
SB3001536,2004-07-15,IL,250/500,2000,1472.43,0,0,-90600,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,3,3,?,1,3,YES,63580,5780,11560,46240,Volkswagen,Jetta,2004
SB3001537,2012-11-07,IL,250/500,500,1275.62,0,0,-56200,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,3039 Oak Hwy,18,3,YES,2,1,NO,61400,6140,6140,49120,Nissan,Ultima,1995
SB3001538,2009-06-29,IL,250/500,1000,1292.3,0,47600,0,2015-02-21,Parked Car,?,Minor Damage,None,VA,Northbend,8204 Pine Lane,5,1,YES,1,3,NO,4700,940,470,3290,Dodge,Neon,2007
SB3001539,2000-06-26,IN,250/500,2000,1009.37,0,45400,-39400,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,9787 Andromedia Ave,19,1,NO,0,2,YES,74140,13480,13480,47180,BMW,X5,2015
SB3001540,2002-01-09,OH,500/1000,500,1093.07,4000000,27700,-72400,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,9633 Rock Hwy,0,1,?,2,2,NO,83160,6930,13860,62370,Volkswagen,Jetta,2011
SB3001541,2013-11-11,OH,250/500,1000,1325.44,7000000,51400,-6300,2015-02-18,Parked Car,?,Trivial Damage,Police,NC,Arlington,6303 1st Drive,22,1,?,0,2,YES,10790,1660,830,8300,Mercedes,E400,2013
SB3001542,2008-01-14,IL,100/300,2000,1017.18,0,0,0,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2014 Rock Ave,21,3,YES,1,3,NO,48070,8740,8740,30590,Saab,92x,2014
SB3001543,2003-03-04,OH,100/300,1000,1221.17,0,49300,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,8983 Tree St,4,3,YES,0,0,YES,51030,5670,11340,34020,Suburu,Impreza,1996
SB3001544,1994-06-07,IN,100/300,500,1927.87,0,0,0,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,6260 5th Lane,10,1,YES,0,1,?,43280,0,5410,37870,Honda,Civic,1996
SB3001545,2013-07-04,IN,250/500,1000,978.27,0,65700,0,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,2725 Britain Ridge,5,1,?,1,3,NO,76400,15280,7640,53480,Suburu,Forrestor,2003
SB3001546,2002-06-30,IN,100/300,2000,1221.14,0,48100,0,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,3089 Oak Ridge,13,1,?,0,2,?,75460,13720,13720,48020,Audi,A5,2002
SB3001547,2004-06-30,OH,100/300,2000,1255.62,0,0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,6206 3rd Ridge,18,3,YES,2,1,YES,69000,13800,6900,48300,Ford,F150,1995
SB3001548,1998-12-19,IN,250/500,500,999.52,0,0,0,2015-01-13,Vehicle Theft,?,Minor Damage,Police,VA,Springfield,7240 5th Ridge,6,1,?,1,2,NO,8640,1440,720,6480,Accura,TL,2008
SB3001549,2014-08-31,OH,250/500,500,1380.89,0,30000,-53000,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,0,3,?,2,1,?,67210,12220,12220,42770,BMW,X6,1996
SB3001550,2005-11-10,IN,500/1000,500,1010.77,0,52300,-55600,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,5,3,?,0,3,NO,42500,4250,4250,34000,Volkswagen,Jetta,1999
SB3001551,2000-05-04,OH,100/300,500,1205.86,0,0,-34600,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,3227 Maple Ave,8,1,YES,0,1,NO,86400,14400,7200,64800,Accura,RSX,2001
SB3001552,2001-11-26,IL,500/1000,1000,1526.61,0,0,-32900,2015-01-30,Vehicle Theft,?,Minor Damage,Police,SC,Hillsdale,4264 Lincoln Ridge,5,1,YES,2,2,?,4620,840,840,2940,Dodge,RAM,2009
SB3001553,2014-05-06,IL,100/300,1000,1496.44,0,0,0,2015-02-16,Parked Car,?,Trivial Damage,Police,NC,Springfield,2215 Best Ave,9,1,YES,2,2,NO,6930,630,1260,5040,Honda,CRV,2013
SB3001554,1991-01-27,IL,100/300,500,1256.2,0,0,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,10,3,YES,1,2,YES,41700,8340,8340,25020,Saab,95,2013
SB3001555,1992-04-28,IL,100/300,500,1268.35,0,0,0,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,2397 Cherokee Ave,16,1,YES,2,1,NO,77330,14060,14060,49210,Volkswagen,Jetta,2014
SB3001556,2000-03-04,IN,500/1000,2000,1421.59,0,0,0,2015-01-31,Vehicle Theft,?,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,8,1,?,2,3,YES,4950,900,450,3600,Ford,F150,2011
SB3001557,1995-10-12,IL,500/1000,500,1500.04,6000000,0,-36500,2015-02-13,Vehicle Theft,?,Minor Damage,Police,NC,Northbrook,1810 Elm Hwy,5,1,NO,0,2,YES,5160,860,860,3440,Accura,TL,2004
SB3001558,2014-04-25,IL,100/300,500,1433.24,0,0,-19500,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,9603 Texas Lane,11,3,NO,2,1,?,24570,2730,2730,19110,Saab,95,2006
SB3001559,2011-01-26,IN,100/300,2000,1231.25,0,46500,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,5650 Sky Drive,15,3,?,1,0,?,53680,4880,9760,39040,Toyota,Camry,2011
SB3001560,1996-01-26,IN,500/1000,500,1135.43,0,22700,0,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,9633 MLK Lane,23,3,YES,1,1,YES,42900,3900,3900,35100,Chevrolet,Malibu,2010
SB3001561,1991-04-08,OH,250/500,2000,945.73,5000000,38600,-42800,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,4981 Flute Hwy,23,1,NO,0,0,NO,84100,16820,8410,58870,Ford,Escape,2009
SB3001562,2002-06-29,IN,100/300,2000,1118.76,0,0,-55800,2015-02-26,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,23,1,?,1,3,?,61560,6840,6840,47880,Ford,Fusion,2008
SB3001563,1999-04-09,IN,500/1000,2000,1231.98,0,0,-31700,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,1381 Francis Ave,10,1,YES,0,0,?,44240,5530,5530,33180,Dodge,RAM,1997
SB3001564,2009-04-19,IN,500/1000,2000,1005.47,0,58100,-49000,2015-02-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,6435 Texas Ave,12,4,?,2,3,YES,57700,11540,5770,40390,Jeep,Grand Cherokee,2002
SB3001565,1991-08-22,OH,100/300,2000,1108.97,0,68400,-66800,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,1248 MLK Ridge,4,1,NO,2,2,YES,108030,16620,16620,74790,Saab,92x,2002
SB3001566,1991-11-28,IN,100/300,500,1392.39,5000000,0,-65700,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,16,1,NO,2,0,YES,54300,10860,5430,38010,Toyota,Highlander,2010
SB3001567,2012-04-27,IN,100/300,2000,1317.97,0,34700,-81000,2015-01-18,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18,3,?,1,2,?,32280,5380,5380,21520,Ford,Fusion,2010
SB3001568,2007-03-04,IN,250/500,1000,1588.22,0,0,-53800,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15,3,YES,1,1,NO,84600,16920,8460,59220,Chevrolet,Malibu,2007
SB3001569,2012-12-31,IL,250/500,500,900.02,6000000,0,-49900,2015-02-24,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,9007 Francis Hwy,8,1,NO,1,3,YES,69700,6970,6970,55760,BMW,3 Series,2008
SB3001570,2013-12-21,OH,100/300,1000,1744.64,3000000,0,0,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,1491 Francis Ridge,4,3,NO,0,1,NO,36400,3640,7280,25480,Volkswagen,Jetta,1998
SB3001571,2005-04-28,OH,250/500,1000,1260.56,0,0,-54900,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,3659 Oak Lane,20,3,NO,0,2,YES,37520,4690,4690,28140,Jeep,Wrangler,2010
SB3001572,1994-09-17,OH,500/1000,2000,1021.14,0,69500,-47700,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,1,3,NO,2,3,?,79090,14380,14380,50330,Dodge,RAM,2014
SB3001573,2003-08-16,OH,250/500,2000,1285.09,0,48000,-79600,2015-02-28,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,5189 Francis Drive,19,1,NO,0,2,YES,67770,7530,15060,45180,Mercedes,ML350,2013
SB3001574,2014-09-02,OH,100/300,500,1537.07,3000000,0,0,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,11,1,NO,1,0,NO,47400,9480,4740,33180,Chevrolet,Silverado,2004
SB3001575,2011-12-12,IN,100/300,1000,1022.42,0,50000,-56900,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,13,1,YES,0,2,?,71100,7110,14220,49770,Audi,A3,2008
SB3001576,1991-08-17,OH,100/300,2000,1558.86,0,51100,-75100,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,2,1,?,2,2,NO,69400,13880,6940,48580,BMW,M5,2012
SB3001577,2004-02-29,OH,500/1000,500,1757.87,0,71400,0,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,9,3,YES,2,1,?,55000,5000,10000,40000,Saab,93,1996
SB3001578,2015-02-22,IN,250/500,1000,973.5,0,50400,0,2015-02-02,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,15,2,YES,1,3,YES,51090,7860,7860,35370,Toyota,Highlander,2003
SB3001579,2013-12-25,OH,500/1000,500,1430.8,0,0,0,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,23,1,?,2,3,NO,64200,6420,19260,38520,Honda,Civic,2007
SB3001580,1990-10-13,IL,500/1000,500,1192.27,0,0,-40200,2015-01-04,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,3311 2nd Drive,16,1,NO,2,0,YES,67320,12240,12240,42840,Ford,Fusion,2006
SB3001581,2014-07-05,IL,250/500,500,1163.83,0,37700,0,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,21,4,YES,2,0,?,76120,6920,13840,55360,Audi,A5,1999
SB3001582,1991-11-25,OH,500/1000,1000,1003.15,0,0,-38500,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,21,2,YES,2,1,NO,85020,13080,13080,58860,Ford,Fusion,2010
SB3001583,1990-10-02,OH,250/500,2000,1153.54,6000000,0,-57000,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3,3,NO,0,1,?,68090,12380,12380,43330,Toyota,Corolla,2009
SB3001584,2009-02-17,IL,100/300,1000,1631.1,0,0,0,2015-01-23,Parked Car,?,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,4,1,?,1,2,NO,6030,670,670,4690,Nissan,Pathfinder,2007
SB3001585,2005-07-17,IL,500/1000,1000,1252.48,0,0,-55800,2015-02-10,Vehicle Theft,?,Minor Damage,None,OH,Springfield,1687 3rd Lane,17,1,?,1,3,NO,5100,1020,510,3570,Chevrolet,Malibu,2000
SB3001586,1994-03-12,IN,100/300,1000,1677.26,0,40100,0,2015-01-10,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,7,1,YES,1,3,YES,4590,510,510,3570,Volkswagen,Jetta,2013
SB3001587,1994-08-03,IL,250/500,1000,979.73,0,51700,0,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,1306 Andromedia St,14,2,?,1,2,NO,72400,7240,14480,50680,Chevrolet,Tahoe,1999
SB3001588,2012-08-25,IN,250/500,500,989.24,0,0,0,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,13,1,NO,2,3,NO,70900,14180,7090,49630,Mercedes,ML350,2002
SB3001589,2011-12-02,IL,500/1000,1000,1389.86,0,0,0,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,5985 Lincoln Lane,23,2,?,2,3,YES,65100,6510,6510,52080,Saab,93,2011
SB3001590,2005-02-25,OH,100/300,500,1233.85,0,0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,3706 4th Hwy,23,3,?,2,1,YES,64260,0,14280,49980,Ford,Escape,1999
SB3001591,1997-11-07,IL,500/1000,500,1320.39,0,0,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,6603 Francis Hwy,16,1,?,2,1,?,79970,7270,21810,50890,Honda,CRV,1996
SB3001592,2004-04-20,IN,100/300,1000,1435.09,0,36600,0,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,7069 4th Hwy,17,1,NO,2,0,?,56610,6290,6290,44030,Chevrolet,Tahoe,1995
SB3001593,2009-11-17,IN,500/1000,500,1448.54,0,58600,0,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,5093 Flute Lane,9,1,YES,1,1,?,84590,7690,7690,69210,Toyota,Highlander,2000
SB3001594,2009-09-19,OH,250/500,500,1733.56,0,0,-43800,2015-01-09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,5894 Flute Drive,13,3,NO,2,1,YES,66780,7420,14840,44520,Mercedes,ML350,1996
SB3001595,2009-11-08,IN,100/300,500,1533.07,0,0,-28800,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,8459 Apache Ave,13,1,YES,1,2,YES,58500,0,6500,52000,Ford,Escape,2001
SB3001596,2001-09-12,IL,100/300,500,1106.77,0,45500,-62500,2015-02-26,Parked Car,?,Trivial Damage,Police,WV,Columbus,7447 Lincoln Ridge,3,1,?,2,0,NO,5000,500,500,4000,Dodge,RAM,2003
SB3001597,1992-11-27,IL,100/300,500,995.7,5000000,0,0,2015-02-02,Parked Car,?,Trivial Damage,Police,PA,Springfield,1821 Andromedia Ridge,3,1,?,2,1,?,5000,500,1000,3500,Mercedes,E400,2008
SB3001598,1998-12-07,IL,250/500,1000,1298.85,6000000,71300,-70300,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,6859 Flute Ridge,16,3,?,1,3,YES,54450,6050,12100,36300,Saab,92x,2007
SB3001599,1990-08-25,OH,250/500,1000,1276.73,5000000,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,4175 Elm Ridge,12,3,NO,1,3,?,61920,6880,6880,48160,Saab,93,2003
SB3001600,2011-10-22,OH,250/500,2000,1202.28,0,0,-61400,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,5007 Oak St,4,1,?,1,2,NO,43700,4370,4370,34960,Nissan,Pathfinder,2007
SB3001601,1990-02-01,IN,100/300,500,671.92,0,0,-26400,2015-01-24,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,5790 Flute Ridge,3,1,?,2,0,?,64080,7120,7120,49840,Ford,Escape,1997
SB3001602,1990-11-27,IL,250/500,1000,1358.03,0,59300,-31400,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8704 Britain Lane,0,1,NO,2,1,?,55000,10000,10000,35000,Volkswagen,Jetta,2008
SB3001603,2004-07-16,IN,250/500,1000,1008.79,4000000,46000,0,2015-01-13,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,7816 MLK Lane,19,1,NO,2,3,?,4400,0,550,3850,Toyota,Camry,2000
SB3001604,1993-12-10,OH,100/300,1000,1141.1,0,0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,3618 Maple Lane,15,2,?,0,1,YES,71640,5970,11940,53730,Toyota,Highlander,2008
SB3001605,1995-03-08,OH,100/300,1000,1397,0,0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,7705 Lincoln Drive,6,1,NO,1,0,NO,61740,6860,6860,48020,Accura,MDX,1997
SB3001606,2009-08-03,OH,500/1000,1000,1664.66,0,0,-66200,2015-02-05,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,8602 Washington Ridge,3,1,?,0,3,?,57500,5750,5750,46000,Audi,A3,2010
SB3001607,1996-11-03,IN,250/500,1000,1151.39,4000000,0,-63900,2015-01-01,Parked Car,?,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,17,1,YES,0,0,?,8700,870,1740,6090,Accura,RSX,2003
SB3001608,2004-08-09,OH,100/300,2000,1546.01,0,0,0,2015-01-06,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,9760 4th Hwy,4,4,NO,2,1,?,77100,15420,7710,53970,Volkswagen,Jetta,1996
SB3001609,1991-07-20,IL,250/500,500,1063.67,0,0,0,2015-02-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2509 Rock Drive,14,1,NO,2,0,YES,59400,6600,6600,46200,Dodge,Neon,1995
SB3001610,2005-01-14,IN,100/300,1000,709.14,0,0,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,2063 Weaver St,3,3,NO,1,0,NO,54890,9980,4990,39920,Toyota,Corolla,2006
SB3001611,2011-12-16,IL,250/500,500,1039.55,0,55600,-59700,2015-02-16,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,3818 Texas Ridge,4,3,?,2,1,?,74030,6730,13460,53840,Chevrolet,Tahoe,2005
SB3001612,1996-07-07,IL,250/500,500,1339.39,0,0,0,2015-02-25,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3929 Elm Ave,13,1,?,1,2,YES,61490,11180,11180,39130,BMW,X5,1998
SB3001613,1992-08-05,IN,250/500,1000,1202.75,0,57900,-90100,2015-01-21,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,9911 Britain Lane,23,3,NO,0,2,YES,79560,6630,13260,59670,Volkswagen,Passat,2003
SB3001614,1990-10-09,IL,100/300,2000,1081.17,0,0,-65200,2015-01-28,Parked Car,?,Minor Damage,Police,NY,Northbend,3246 Britain Ridge,3,1,?,0,1,NO,4900,490,490,3920,Toyota,Camry,2010
SB3001615,1994-02-27,IL,250/500,500,991.39,0,45600,-61400,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,2696 Cherokee Ridge,0,3,?,1,0,NO,77770,14140,14140,49490,Nissan,Pathfinder,2000
SB3001616,2007-05-06,IN,500/1000,500,984.02,0,75800,0,2015-02-10,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,5249 4th Ave,14,2,?,2,2,?,74700,7470,14940,52290,Nissan,Maxima,2007
SB3001617,2014-04-21,IL,100/300,500,1354.83,0,66300,0,2015-01-18,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,4721 Cherokee Hwy,14,2,NO,2,2,?,40600,4060,4060,32480,Volkswagen,Passat,2010
SB3001618,2010-02-11,OH,100/300,1000,830.31,0,0,-32600,2015-01-13,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,8212 Flute Ridge,22,1,?,1,0,?,45270,10060,10060,25150,Jeep,Wrangler,2006
SB3001619,2000-06-04,IL,100/300,2000,987.42,7000000,0,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,3592 MLK Ridge,17,3,NO,0,3,?,47080,4280,8560,34240,Saab,93,2006
SB3001620,1991-10-05,OH,500/1000,500,1119.29,0,0,0,2015-01-15,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,6494 4th Ave,14,1,?,0,0,NO,40700,4070,4070,32560,Volkswagen,Passat,2000
SB3001621,2004-01-03,OH,100/300,500,1048.39,0,0,0,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,6608 Apache Lane,2,1,?,2,1,YES,34650,6300,3150,25200,Ford,F150,1996
SB3001622,1992-07-23,OH,500/1000,1000,1074.47,0,0,0,2015-02-13,Parked Car,?,Trivial Damage,Police,WV,Riverwood,1553 Lincoln St,4,1,?,2,0,?,3200,400,400,2400,Jeep,Grand Cherokee,2012
SB3001623,1993-10-10,IL,500/1000,1000,1230.76,0,0,-74200,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,7628 4th Lane,2,1,?,1,1,NO,78980,7180,14360,57440,Saab,92x,1997
SB3001624,2002-07-09,OH,500/1000,500,1255.02,0,58200,0,2015-01-13,Parked Car,?,Minor Damage,None,SC,Riverwood,3028 5th St,10,1,YES,1,0,NO,6160,560,1120,4480,Nissan,Ultima,1996
SB3001625,2010-11-14,IN,100/300,1000,1555.52,0,43600,-67800,2015-02-14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,8949 Rock Hwy,11,1,YES,1,1,NO,85250,15500,7750,62000,Mercedes,E400,1999
SB3001626,1997-03-03,IL,100/300,2000,836.11,5000000,0,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,9751 Tree St,1,4,YES,1,2,NO,72840,12140,6070,54630,Dodge,Neon,2010
